Timestamp,FrameNumber,RigidBodyID,RigidBodyName,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW,MeanError,Tracked
27641.1809354,1004,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.1889516,1005,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.1970453,1006,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2056831,1007,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2137549,1008,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2225412,1009,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2312458,1010,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2390592,1011,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2475129,1012,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2585473,1013,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2649363,1014,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2756003,1015,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2807902,1016,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2910436,1017,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.2977123,1018,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3068303,1019,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3137492,1020,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3229043,1021,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3318352,1022,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3391641,1023,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3475131,1024,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3562693,1025,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3668616,1026,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3722482,1027,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
27641.3805466,1028,1,RigidBody_1,-0.6221721768379211,0.6755009293556213,1.8527145385742188,0.11466684192419052,-0.5889856815338135,0.7601719498634338,0.2491706758737564,0.0,False
