SubID,SubRole,Phase,Session,Block,IsNavigation,Timestamp,Raw_x,Raw_y,Pos_x,Pos_y,Frame
002,B,1,1,1,0,27651.8501471,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,48
001,A,1,1,1,1,27651.8999244,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,49
002,B,1,1,1,0,27651.8999434,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,50
001,A,1,1,1,1,27651.9504297,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,51
002,B,1,1,1,0,27651.9504483,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,52
001,A,1,1,1,1,27652.0001725,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,53
002,B,1,1,1,0,27652.0001916,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,54
001,A,1,1,1,1,27652.0501834,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,55
002,B,1,1,1,0,27652.0502032,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,56
001,A,1,1,1,1,27652.0977047,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,57
002,B,1,1,1,0,27652.0977234,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,58
001,A,1,1,1,1,27652.1482775,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,59
002,B,1,1,1,0,27652.148299,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,60
001,A,1,1,1,1,27652.1979501,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,61
002,B,1,1,1,0,27652.1979669,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,62
001,A,1,1,1,1,27652.2487675,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,63
002,B,1,1,1,0,27652.2487907,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,64
001,A,1,1,1,1,27652.2984689,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,65
002,B,1,1,1,0,27652.2984953,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,66
001,A,1,1,1,1,27652.3479581,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,67
002,B,1,1,1,0,27652.3479756,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,68
001,A,1,1,1,1,27652.3978906,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,69
002,B,1,1,1,0,27652.3979149,-0.6221721371014913,1.8527145385742188,-111.99098467826843,-333.4886169433594,70
