SubID,SubRole,Phase,Session,Block,IsNavigation,Timestamp,Raw_x,Raw_y,Pos_x,Pos_y,Frame
001,A,0,1,1,1,27626.9276571,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,1
001,A,0,1,1,1,27627.015173,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,2
001,A,0,1,1,1,27627.0485288,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,3
001,A,0,1,1,1,27627.0827363,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,4
001,A,0,1,1,1,27627.1148279,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,5
001,A,0,1,1,1,27627.1484156,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,6
001,A,0,1,1,1,27627.1818566,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,7
001,A,0,1,1,1,27627.2157774,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,8
001,A,0,1,1,1,27627.2648908,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,9
001,A,0,1,1,1,27627.2981319,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,10
001,A,0,1,1,1,27627.3315593,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,11
001,A,0,1,1,1,27627.3648925,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,12
001,A,0,1,1,1,27627.3982767,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,13
001,A,0,1,1,1,27627.4317055,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,14
001,A,0,1,1,1,27627.4654961,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,15
001,A,0,1,1,1,27627.4986544,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,16
001,A,0,1,1,1,27627.5327951,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,17
001,A,0,1,1,1,27627.5656158,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,18
001,A,0,1,1,1,27627.5987434,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,19
001,A,0,1,1,1,27627.6322523,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,20
001,A,0,1,1,1,27627.6658223,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,21
001,A,0,1,1,1,27627.6990131,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,22
001,A,0,1,1,1,27627.7319811,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,23
001,A,0,1,1,1,27627.7651512,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,24
001,A,0,1,1,1,27627.7984358,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,25
001,A,0,1,1,1,27627.8319275,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,26
001,A,0,1,1,1,27627.8651155,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,27
001,A,0,1,1,1,27627.8995469,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,28
001,A,0,1,1,1,27627.9316974,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,29
001,A,0,1,1,1,27627.9649218,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,30
001,A,0,1,1,1,27627.998584,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,31
001,A,0,1,1,1,27628.0317945,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,32
001,A,0,1,1,1,27628.0653879,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,33
001,A,0,1,1,1,27628.0985457,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,34
001,A,0,1,1,1,27628.1321165,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,35
001,A,0,1,1,1,27628.1647884,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,36
001,A,0,1,1,1,27628.1981792,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,37
001,A,0,1,1,1,27628.232137,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,38
001,A,0,1,1,1,27628.265663,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,39
