SubID,SubRole,Phase,Session,Block,IsNavigation,Timestamp,Raw_x,Raw_y,Pos_x,Pos_y,Frame
001,A,0,1,1,1,27628.2993563,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,40
001,A,0,1,1,1,27628.3318839,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,41
001,A,0,1,1,1,27628.3674023,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,42
001,A,0,1,1,1,27628.398858,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,43
001,A,0,1,1,1,27628.4320334,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,44
001,A,0,1,1,1,27628.4666085,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,45
001,A,0,1,1,1,27628.4989797,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,46
001,A,0,1,1,1,27628.5315204,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,47
001,A,0,1,1,1,27628.5648194,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,48
001,A,0,1,1,1,27628.5980624,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,49
001,A,0,1,1,1,27628.6342679,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,50
001,A,0,1,1,1,27628.6654691,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,51
001,A,0,1,1,1,27628.698502,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,52
001,A,0,1,1,1,27628.7322058,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,53
001,A,0,1,1,1,27628.7653906,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,54
001,A,0,1,1,1,27628.7984944,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,55
001,A,0,1,1,1,27628.8317203,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,56
001,A,0,1,1,1,27628.8654755,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,57
001,A,0,1,1,1,27628.8985111,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,58
001,A,0,1,1,1,27628.931934,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,59
001,A,0,1,1,1,27628.9660294,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,60
001,A,0,1,1,1,27628.9989549,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,61
001,A,0,1,1,1,27629.0318133,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,62
001,A,0,1,1,1,27629.0653147,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,63
001,A,0,1,1,1,27629.0980346,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,64
001,A,0,1,1,1,27629.1330835,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,65
001,A,0,1,1,1,27629.1648641,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,66
001,A,0,1,1,1,27629.1982941,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,67
001,A,0,1,1,1,27629.2319846,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,68
001,A,0,1,1,1,27629.2829153,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,69
001,A,0,1,1,1,27629.3313447,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,70
001,A,0,1,1,1,27629.3653572,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,71
001,A,0,1,1,1,27629.3982094,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,72
001,A,0,1,1,1,27629.4326325,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,73
001,A,0,1,1,1,27629.4648877,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,74
001,A,0,1,1,1,27629.4982647,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,75
001,A,0,1,1,1,27629.5315637,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,76
001,A,0,1,1,1,27629.5650489,-1.8667691349983215,0.9071959257125854,-336.0184442996979,-163.29526662826538,77
